name,mp,pp,unweighted_claim_mistakes_per_claim,unweighted_lead_mistakes_per_lead,unweighted_mistakes_as_declarer,unweighted_mistakes_as_defender,unweighted_defender_missed_current_double,unweighted_defender_erroneously_doubled,unweighted_defender_missed_higher_contract,unweighted_declarer_missed_higher_contract,unweighted_declarer_missed_doubling_opponents_last_bid,unweighted_declarer_missed_opponents_last_redouble,unweighted_declarer_missed_redoubling_opponents_erroneous_double,unweighted_declarer_missed_opponents_last_bid,unweighted_declarer_erroneous_redouble,unweighted_passed_higher_contract
Peter Marstrander,15.0,0.0,0.014925373134328358,0.23333333333333334,0.031746031746031744,0.028634361233480177,0.1259259259259259,0.007407407407407408,0.07407407407407407,0.2962962962962963,0.0962962962962963,0.0,0.014814814814814815,0.014814814814814815,0.0,0.0
Jan Trollvik,0.0,0.0,0.022388059701492536,0.3333333333333333,0.046104928457869634,0.033112582781456956,0.1259259259259259,0.007407407407407408,0.07407407407407407,0.2962962962962963,0.0962962962962963,0.0,0.014814814814814815,0.014814814814814815,0.0,0.0
Henry Mansell,4.0,1.0,0.027777777777777776,0.17391304347826086,0.034013605442176874,0.03167420814479638,0.08333333333333333,0.013888888888888888,0.05555555555555555,0.2361111111111111,0.041666666666666664,0.0,0.041666666666666664,0.013888888888888888,0.0,0.0
Karic Chiu,20.0,0.5,0.03896103896103896,0.21739130434782608,0.022222222222222223,0.036211699164345405,0.28125,0.0,0.0625,0.21875,0.0625,0.0,0.0,0.0,0.0,0.0
Nelson Hsi,0.0,0.0,0.05,0.375,0.0,0.03333333333333333,0.25,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Amadeo Llopart,0.0,0.0,0.0,0.0,0.022598870056497175,0.03048780487804878,0.15,0.0,0.175,0.125,0.05,0.0,0.0,0.0,0.0,0.025
Guy Van Middelem,29.0,0.0,0.046153846153846156,0.24,0.019646365422396856,0.02021772939346812,0.15270935960591134,0.0,0.09359605911330049,0.21674876847290642,0.08374384236453201,0.0,0.014778325123152709,0.014778325123152709,0.0,0.009852216748768473
Michel Bolle,0.0,0.0,0.0,0.2,0.06818181818181818,0.024096385542168676,0.04,0.0,0.04,0.16,0.24,0.0,0.04,0.0,0.0,0.0
Branko Spiljak,0.0,0.0,0.06666666666666667,0.125,0.03763440860215054,0.032362459546925564,0.12371134020618557,0.0,0.1134020618556701,0.20618556701030927,0.07216494845360824,0.0,0.041237113402061855,0.010309278350515464,0.0,0.020618556701030927
Zoran Vukelic,0.0,0.0,0.0,0.6,0.0,0.030303030303030304,0.10526315789473684,0.0,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.0,0.05263157894736842,0.0,0.0,0.0
Petar Ljubicic,0.0,0.0,0.0,0.6666666666666666,0.058823529411764705,0.018518518518518517,0.1,0.0,0.05,0.15,0.2,0.0,0.05,0.05,0.0,0.0
Miljenko Brkljacic,0.0,0.0,0.0,0.25,0.028846153846153848,0.0,0.1,0.0,0.05,0.15,0.2,0.0,0.05,0.05,0.0,0.0
Dominique Gerin,326.0,4.0,0.0,0.21052631578947367,0.02830188679245283,0.026905829596412557,0.22448979591836735,0.0,0.08163265306122448,0.20408163265306123,0.08163265306122448,0.0,0.0,0.02040816326530612,0.0,0.0
Jean Pierre Bouveresse,115.0,2.0,0.0,0.3333333333333333,0.031496062992125984,0.015748031496062992,0.14705882352941177,0.0,0.0,0.29411764705882354,0.08823529411764706,0.0,0.0,0.0,0.0,0.0
Paul Benichou,0.0,0.0,0.05128205128205128,0.2727272727272727,0.06060606060606061,0.048484848484848485,0.15384615384615385,0.0,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.0,0.05128205128205128,0.0,0.0,0.0
Jean Claude Pelletier,259.0,2.5,0.02,0.07692307692307693,0.036585365853658534,0.06578947368421052,0.2641509433962264,0.0,0.07547169811320754,0.20754716981132076,0.09433962264150944,0.0,0.03773584905660377,0.018867924528301886,0.0,0.0
Olavi Kivipensas,0.0,0.0,0.05172413793103448,0.23809523809523808,0.04424778761061947,0.015625,0.1694915254237288,0.0,0.11864406779661017,0.288135593220339,0.05084745762711865,0.0,0.01694915254237288,0.0,0.0,0.0
Seiya Shimizu,0.0,0.0,0.05555555555555555,0.25,0.022727272727272728,0.09333333333333334,0.08333333333333333,0.0,0.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Takahiko Hirata,13.0,0.5,0.0,0.2727272727272727,0.046762589928057555,0.049586776859504134,0.06666666666666667,0.0,0.06666666666666667,0.4222222222222222,0.08888888888888889,0.0,0.0,0.0,0.0,0.0
Silvano Innocentini,0.0,0.0,0.1,0.16666666666666666,0.08108108108108109,0.057692307692307696,0.15,0.0,0.15,0.45,0.05,0.0,0.0,0.0,0.0,0.0
Filippo Filippi,0.0,0.0,0.1,0.0,0.017094017094017096,0.017857142857142856,0.15,0.0,0.15,0.45,0.05,0.0,0.0,0.0,0.0,0.0
Fiorenzo Fiorini,3.0,0.0,0.043478260869565216,0.25,0.03067484662576687,0.04048582995951417,0.16,0.0,0.08,0.12,0.06666666666666667,0.0,0.02666666666666667,0.0,0.0,0.013333333333333334
Luigi Beccari,0.0,0.0,0.10526315789473684,0.25,0.0,0.022222222222222223,0.3,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.05
Charles Chan Kong,0.0,0.0,0.05263157894736842,0.3333333333333333,0.06,0.05172413793103448,0.15,0.0,0.05,0.3,0.05,0.0,0.0,0.0,0.0,0.05
Jean-Claude Wong Kai In,0.0,0.0,0.05263157894736842,0.0,0.02,0.017543859649122806,0.15,0.0,0.05,0.3,0.05,0.0,0.0,0.0,0.0,0.05
Abdullah Gariboo,0.0,0.0,0.0,0.2857142857142857,0.041666666666666664,0.02631578947368421,0.25,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Carlo Alberto Palmieri,0.0,0.0,0.1111111111111111,0.6666666666666666,0.02857142857142857,0.046511627906976744,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.05
Vittorio Di Silvio,0.0,0.0,0.05555555555555555,0.0,0.058823529411764705,0.025,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.05
Sergio Arnaboldi,0.0,0.0,0.0,0.0,0.0625,0.019230769230769232,0.2,0.0,0.2,0.2,0.05,0.0,0.0,0.0,0.0,0.0
Giovanni Turletti Tola,0.0,0.0,0.0,0.14285714285714285,0.01694915254237288,0.02912621359223301,0.2,0.0,0.2,0.2,0.05,0.0,0.0,0.0,0.0,0.0
A.K. Heng,0.0,0.0,0.0,0.11764705882352941,0.027906976744186046,0.03508771929824561,0.15517241379310345,0.0,0.08620689655172414,0.1896551724137931,0.06896551724137931,0.0,0.017241379310344827,0.017241379310344827,0.0,0.017241379310344827
Ahmet Dedehayir,0.0,0.0,0.058823529411764705,0.0,0.047619047619047616,0.046511627906976744,0.23684210526315788,0.0,0.07894736842105263,0.2631578947368421,0.05263157894736842,0.0,0.02631578947368421,0.05263157894736842,0.0,0.02631578947368421
Philippe Mathieu,326.0,4.0,0.022222222222222223,0.1,0.0,0.026595744680851064,0.20408163265306123,0.0,0.10204081632653061,0.20408163265306123,0.061224489795918366,0.0,0.0,0.0,0.0,0.0
Laurent Derivery,0.0,0.0,0.0,0.4,0.015267175572519083,0.014925373134328358,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Gopal Hingorani,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0
Harry Choonilal,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0
Janet Pinard,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.05263157894736842,0.0,0.2631578947368421,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,0.0
Wacek Kijewski,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.05263157894736842,0.0,0.2631578947368421,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,0.0
Yalan Zhang,201.0,0.5,0.012345679012345678,0.15789473684210525,0.01951219512195122,0.011278195488721804,0.0975609756097561,0.0,0.08536585365853659,0.3048780487804878,0.024390243902439025,0.0,0.012195121951219513,0.0,0.0,0.0
Ling Gu,13.0,0.0,0.011764705882352941,0.23255813953488372,0.038910505836575876,0.023376623376623377,0.13402061855670103,0.0,0.09278350515463918,0.2422680412371134,0.04639175257731959,0.005154639175257732,0.010309278350515464,0.010309278350515464,0.0,0.005154639175257732
Yongling Dong,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.125,0.0,0.375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
Bettina Kalkerup,0.0,0.0,0.00909090909090909,0.2222222222222222,0.02111324376199616,0.021108179419525065,0.14285714285714285,0.0,0.09243697478991597,0.21008403361344538,0.08403361344537816,0.0,0.01680672268907563,0.025210084033613446,0.0,0.0
Trine Bilde Kofoed,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.25,0.0,0.1875,0.125,0.0,0.0,0.0625,0.0625,0.0,0.0
Dorte Cilleborg,0.0,0.0,0.038834951456310676,0.32,0.036101083032490974,0.025380710659898477,0.13333333333333333,0.0,0.08333333333333333,0.225,0.075,0.0,0.041666666666666664,0.016666666666666666,0.0,0.0
Elly Schippers,0.0,0.0,0.0,0.1111111111111111,0.1,0.019417475728155338,0.17391304347826086,0.0,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216
Marijke Van Der Pas,0.0,0.0,0.019867549668874173,0.20512820512820512,0.032879818594104306,0.02516940948693127,0.17791411042944785,0.0,0.0950920245398773,0.2147239263803681,0.07668711656441718,0.0,0.015337423312883436,0.009202453987730062,0.0,0.003067484662576687
Ine Gielkens,0.0,0.0,0.037037037037037035,0.4,0.027472527472527472,0.0,0.03571428571428571,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Ellen Bakker,20.0,0.0,0.06666666666666667,0.0,0.05813953488372093,0.022727272727272728,0.0,0.0,0.125,0.25,0.0625,0.0,0.0,0.0,0.0,0.0
Catharina Midskog,0.0,0.0,0.034482758620689655,0.23529411764705882,0.028290282902829027,0.029644268774703556,0.1864406779661017,0.0,0.11440677966101695,0.2033898305084746,0.059322033898305086,0.0,0.0211864406779661,0.00847457627118644,0.0,0.00423728813559322
Linda Langstrom,0.0,0.0,0.05357142857142857,0.23076923076923078,0.0375,0.015209125475285171,0.2,0.0,0.11666666666666667,0.13333333333333333,0.11666666666666667,0.0,0.06666666666666667,0.016666666666666666,0.0,0.016666666666666666
Mari Ryman,0.0,0.0,0.031746031746031744,0.11904761904761904,0.04489164086687306,0.030852994555353903,0.16666666666666666,0.0,0.08333333333333333,0.22916666666666666,0.06944444444444445,0.006944444444444444,0.027777777777777776,0.006944444444444444,0.0,0.0
Herta Gyimesi,0.0,0.0,0.02,0.2222222222222222,0.004484304932735426,0.0196078431372549,0.18518518518518517,0.0,0.14814814814814814,0.2777777777777778,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.0
Pyttsi Flodqvist,0.0,0.0,0.0,0.0,0.04,0.0,0.13333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
Jovanka Smederevac,0.0,0.0,0.025,0.16666666666666666,0.03298245614035088,0.021986970684039087,0.12396694214876033,0.0027548209366391185,0.1046831955922865,0.21487603305785125,0.05509641873278237,0.0,0.027548209366391185,0.02203856749311295,0.0,0.0
Michael Barnay,7.0,1.0,0.06097560975609756,0.06666666666666667,0.023474178403755867,0.013422818791946308,0.15841584158415842,0.009900990099009901,0.07920792079207921,0.2376237623762376,0.06930693069306931,0.0,0.019801980198019802,0.0,0.0,0.0
Alexander Avdeev,4.0,0.0,0.05,0.16666666666666666,0.034482758620689655,0.041176470588235294,0.16326530612244897,0.0,0.08163265306122448,0.2653061224489796,0.10204081632653061,0.0,0.0,0.0,0.0,0.04081632653061224
Vladimir Rekunov,33.0,3.0,0.017241379310344827,0.17073170731707318,0.03866666666666667,0.01455604075691412,0.1024390243902439,0.0,0.11219512195121951,0.2682926829268293,0.06829268292682927,0.004878048780487805,0.014634146341463415,0.00975609756097561,0.0,0.00975609756097561
Denny Sacul,358.0,9.5,0.02376599634369287,0.23178807947019867,0.026182820395039046,0.028910686628807435,0.16387959866220736,0.0033444816053511705,0.05852842809364549,0.22240802675585283,0.08361204013377926,0.0,0.016722408026755852,0.015050167224080268,0.0,0.0
