name,mp,pp,unweighted_claim_mistakes_per_claim,unweighted_lead_mistakes_per_lead,unweighted_mistakes_as_declarer,unweighted_mistakes_as_defender,unweighted_defender_missed_current_double,unweighted_defender_erroneously_doubled,unweighted_defender_missed_higher_contract,unweighted_declarer_missed_higher_contract,unweighted_declarer_missed_doubling_opponents_last_bid,unweighted_declarer_missed_opponents_last_redouble,unweighted_declarer_missed_redoubling_opponents_erroneous_double,unweighted_declarer_missed_opponents_last_bid,unweighted_declarer_erroneous_redouble,unweighted_passed_higher_contract
Vito Pittal ,215.0,13.5,0.0,0.07142857142857142,0.03333333333333333,0.020833333333333332,0.1,0.03333333333333333,0.06666666666666667,0.1,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0
Giuseppe Garabello,100.0,4.0,0.0,0.0,0.03225806451612903,0.02531645569620253,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
Paul Soloway,3296.0,43.75,0.021301775147928994,0.19796215429403202,0.031109719177367157,0.023662551440329218,0.1474872541879097,0.0025491624180626364,0.0775673707210488,0.2199563000728332,0.07137654770575383,0.0,0.018936635105608158,0.016751638747268753,0.0,0.0021849963583394027
Paul Swanson,0.0,0.0,0.07407407407407407,0.1111111111111111,0.06896551724137931,0.039473684210526314,0.26666666666666666,0.0,0.16666666666666666,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
Gianfranco Facchini,51.0,0.0,0.03571428571428571,0.3333333333333333,0.034722222222222224,0.046296296296296294,0.2,0.0,0.03333333333333333,0.3,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
Eddie Kantar,857.0,14.0,0.0,0.1794871794871795,0.024566473988439308,0.01932367149758454,0.14444444444444443,0.005555555555555556,0.07222222222222222,0.24444444444444444,0.07222222222222222,0.0,0.027777777777777776,0.0,0.0,0.011111111111111112
Ira Rubin,393.0,16.5,0.01818181818181818,0.23076923076923078,0.03508771929824561,0.015228426395939087,0.11666666666666667,0.0,0.016666666666666666,0.25,0.06666666666666667,0.0,0.05,0.0,0.0,0.016666666666666666
John C Swanson,0.0,7.0,0.0,0.19230769230769232,0.023809523809523808,0.03896103896103896,0.12,0.013333333333333334,0.09333333333333334,0.2,0.08,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334
Fred Hamilton,0.0,12.0,0.01282051282051282,0.25,0.019157088122605363,0.02512562814070352,0.12345679012345678,0.012345679012345678,0.04938271604938271,0.18518518518518517,0.14814814814814814,0.0,0.0,0.0,0.0,0.0
Mike Passell,56.0,15.0,0.008620689655172414,0.125,0.020964360587002098,0.017341040462427744,0.13333333333333333,0.016666666666666666,0.06666666666666667,0.2,0.15,0.0,0.0,0.008333333333333333,0.0,0.0
