name,mp,pp,claims,claim_mistakes,weighted_claim_mistakes,leads,lead_mistakes,weighted_lead_mistakes,cards_played_as_declarer,play_mistakes_as_declarer,weighted_play_mistakes_as_declarer,cards_played_as_defender,play_mistakes_as_defender,weighted_play_mistakes_as_defender,auctions_analyzed,defender_missed_current_double,weighted_defender_missed_current_double,defender_erroneously_doubled,weighted_defender_erroneously_doubled,defender_missed_higher_contract,weighted_defender_missed_higher_contract,declarer_missed_higher_contract,weighted_declarer_missed_higher_contract,declarer_missed_doubling_opponents_last_bid,weighted_declarer_missed_doubling_opponents_last_bid,declarer_missed_opponents_last_redouble,weighted_declarer_missed_opponents_last_redouble,declarer_missed_redoubling_opponents_erroneous_double,weighted_declarer_missed_redoubling_opponents_erroneous_double,declarer_missed_opponents_last_bid,weighted_declarer_missed_opponents_last_bid,declarer_erroneous_redouble,weighted_declarer_erroneous_redouble,passed_higher_contract,weighted_passed_higher_contract  
Steve Hamaoui,3.0,2.5,15,0,0,4,0,0,14,0,0,57,0,0,15,2.0,400.0,0,0,0,0,3.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0
Wanda Gandini,0.0,0.0,2,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1.0,300.0,0,0,0,0,0,0,0,0,0,0
Augusto Caldiani,0.0,0.0,3,0,0,1,0,0,16,0,0,6,0,0,3,0,0,0,0,1.0,280.0,1.0,170.0,0,0,0,0,0,0,0,0,0,0,0,0
Massimo Moritsch,182.0,0.0,2,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,1.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Terenzi,0.0,0.0,2,0,0,1,0,0,18,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Ferrari,9.0,0.0,3,0,0,0,0,0,0,0,0,12,1,30,3,1.0,200.0,0,0,0,0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
Paolo Chizzoli,3.0,0.0,2,0,0,1,0,0,16,0,0,10,1,700,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Belli,0.0,0.0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1.0,1120.0,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Lo Presti,18.0,0.0,46,0,0,10,3,90,215,8,500,164,7,640,53,3.0,500.0,0,0,7.0,2070.0,18.0,5840.0,2.0,600.0,0,0,0,0,0,0,0,0,0,0
Gaetano Massa,0.0,0.0,1,0,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlo Magnani,2.0,0.0,2,0,0,1,1,30,12,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1.0,1000.0,0,0,0,0,0,0,0,0,0,0
Francesco Fioretti,0.0,0.0,2,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,1.0,1000.0,0,0,0,0,0,0,0,0,0,0
Andrea Manganella,65.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,750.0,0,0,0,0,0,0,0,0,0,0,0,0
Nicola Del Buono,10.0,0.0,22,0,0,9,0,0,104,1,230,86,4,120,22,0,0,0,0,4.0,680.0,4.0,360.0,3.0,560.0,0,0,2.0,2020.0,2.0,700.0,0,0,0,0
Augusto Ricci,0.0,0.0,4,0,0,2,0,0,0,0,0,10,0,0,4,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Lin,39.0,0.0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1230.0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Guarino,0.0,0.0,2,0,0,1,1,720,10,0,0,6,0,0,2,1.0,100.0,0,0,0,0,1.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0
Carlo Carpentieri,0.0,0.0,2,0,0,0,0,0,0,0,0,7,0,0,2,1.0,100.0,0,0,0,0,1.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0
Gian Carlo Uglietti,0.0,0.0,2,0,0,0,0,0,0,0,0,9,0,0,2,1.0,50.0,0,0,0,0,1.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0
Franco Onnis,3.0,0.0,2,0,0,0,0,0,22,1,100,0,0,0,2,0,0,0,0,0,0,1.0,290.0,0,0,0,0,0,0,0,0,0,0,0,0
Eleonora Puddu,0.0,0.0,2,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1.0,290.0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio Malfatto,3.0,0.0,1,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,1.0,500.0,0,0,0,0,0,0,0,0,0,0
Di Zhuo,25.0,0.0,152,5,290,38,4,140,425,13,2630,554,14,1030,155,23.0,3650.0,0,0,24.0,5310.0,35.0,10740.0,12.0,5000.0,0,0,0,0,0,0,0,0,1,80
Gemma Tan Mariano,0.0,0.0,2,0,0,1,0,0,18,1,30,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elena Maria GRANA,13.0,0.0,1,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,600.0,0,0,0,0,0,0,0,0,0,0
Marco Parrella,0.0,0.0,17,1,30,6,3,270,98,7,830,48,2,200,17,2.0,250.0,0,0,3.0,1170.0,2.0,990.0,2.0,1030.0,0,0,0,0,0,0,0,0,0,0
Tiziana Di Martino,5.0,0.0,2,0,0,0,0,0,0,0,0,18,0,0,2,2.0,550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giulio Bongiovanni,0.0,0.0,2,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriele Bamberger,229.0,0.0,23,1,210,8,1,240,80,4,1620,87,1,470,23,7.0,600.0,0,0,2.0,80.0,2.0,1280.0,2.0,400.0,0,0,0,0,0,0,0,0,0,0
Danuta (Jolanta) Hocheker,0.0,0.0,31,0,0,9,1,50,124,1,30,96,4,1400,31,4.0,400.0,0,0,5.0,1380.0,8.0,1350.0,2.0,380.0,0,0,0,0,0,0,0,0,0,0
Pekka Viitasalo,0.0,0.0,12,0,0,1,0,0,45,1,30,40,2,240,12,2.0,600.0,0,0,1.0,450.0,3.0,1430.0,0,0,0,0,0,0,0,0,0,0,0,0
Carlo Mosca,1019.0,8.0,44,1,30,9,0,0,192,4,710,124,1,300,46,4.0,500.0,0,0,0,0,12.0,2600.0,2.0,180.0,0,0,0,0,2.0,1340.0,0,0,0,0
Aurel Barber,0.0,0.0,24,0,0,7,3,100,91,4,800,106,2,190,24,5.0,950.0,0,0,0,0,3.0,930.0,0,0,0,0,1.0,1460.0,0,0,0,0,0,0
Ilana Barnes,0.0,0.0,24,0,0,6,2,60,101,4,720,106,2,60,24,5.0,950.0,0,0,0,0,3.0,930.0,0,0,0,0,1.0,1460.0,0,0,0,0,0,0
Laura Rovera,10.0,0.0,23,0,0,7,0,0,80,1,50,99,4,460,23,2.0,500.0,0,0,6.0,1050.0,6.0,1750.0,2.0,280.0,0,0,0,0,0,0,0,0,0,0
Catherine De Guillebon,0.0,0.0,23,0,0,3,0,0,107,5,1130,78,4,1210,24,2.0,150.0,0,0,1.0,200.0,11.0,3100.0,0,0,0,0,0,0,0,0,0,0,0,0
Jana Pokorna,0.0,0.0,23,1,50,6,0,0,105,1,100,118,4,1120,24,7.0,1200.0,0,0,3.0,660.0,3.0,1380.0,2.0,870.0,0,0,1.0,1010.0,0,0,0,0,0,0
Pascale Thuillez,0.0,0.0,23,0,0,7,2,730,120,4,370,72,1,30,24,2.0,150.0,0,0,1.0,200.0,11.0,3100.0,0,0,0,0,0,0,0,0,0,0,0,0
Eva Batelova,0.0,0.0,12,0,0,1,0,0,55,2,90,34,0,0,12,2.0,250.0,0,0,3.0,450.0,4.0,1430.0,1.0,500.0,0,0,0,0,0,0,0,0,0,0
Lena Karrstrand,0.0,0.0,22,2,340,9,1,470,95,1,30,78,4,960,22,5.0,600.0,0,0,2.0,790.0,4.0,2070.0,0,0,0,0,1.0,1670.0,0,0,0,0,0,0
Ergun Cuhadar,0.0,0.0,23,0,0,8,1,450,93,4,1000,74,4,1480,24,4.0,350.0,0,0,2.0,710.0,6.0,1910.0,2.0,1090.0,0,0,1.0,870.0,1.0,40.0,0,0,0,0
Charles Nasr,0.0,0.0,11,1,470,6,0,0,35,2,200,41,1,30,11,3.0,250.0,0,0,3.0,670.0,3.0,790.0,1.0,1610.0,0,0,0,0,0,0,0,0,0,0
Pedro De Zogheb,0.0,0.0,48,6,3580,10,1,30,171,7,1150,85,2,1190,48,8.0,600.0,0,0,0,0,14.0,3960.0,4.0,780.0,0,0,0,0,0,0,0,0,0,0
Evgeni Gladysh,0.0,0.0,86,2,240,16,6,1540,397,9,730,242,3,430,94,10.0,1750.0,0,0,4.0,900.0,21.5,8275.0,14.0,6460.0,0.5,245.0,7.0,6920.0,1.0,690.0,0,0,0,0
Piotr Zatorski,526.0,0.0,36,2,50,15,0,0,105,2,910,141,3,270,37,4.0,350.0,0,0,4.0,500.0,8.0,3110.0,1.0,360.0,0,0,1.0,250.0,0,0,0,0,0,0
Michal Nowosadzki,2916.0,23.0,604,5,1200,159,35,8330,2720,81,11110,2128,53,6390,693,89.0,14800.0,1.0,470.0,54.0,15980.0,140.0,45030.0,55.0,29360.0,0,0,15.0,10920.0,9.0,820.0,0,0,2,180
Dennis Bilde,746.0,4.0,478,12,2000,114,20,4340,1592,67,9980,1597,43,9580,507,72.0,9600.0,3.0,720.0,35.0,8940.0,106.0,30590.0,43.0,19220.0,1.0,1430.0,11.0,4640.0,12.0,2200.0,0,0,0,0
Greg Hinze,110.0,0.0,30,0,0,8,0,0,112,4,120,107,4,260,30,6.0,800.0,0,0,1.0,40.0,4.0,1190.0,4.0,1910.0,0,0,0,0,2.0,680.0,0,0,0,0
Matthew Hoskins,0.0,0.0,14,0,0,2,1,30,71,2,1020,57,5,200,15,1.0,200.0,0,0,1.0,450.0,6.0,1640.0,1.0,350.0,0,0,0,0,0,0,0,0,0,0
Daniel Korbel,738.0,3.0,261,10,1290,80,15,1180,1079,30,4630,869,14,1280,283,30.0,5150.0,1.0,1490.0,27.0,8300.0,67.0,22770.0,8.0,3730.0,0,0,7.0,6470.0,8.0,4290.0,0,0,0,0
Liam Milne,357.0,0.5,71,0,0,17,4,1410,266,13,990,275,7,1540,72,14.0,2200.0,0,0,3.0,540.0,17.0,4240.0,4.0,2210.0,0,0,1.0,1380.0,3.0,450.0,0,0,0,0
Akio Kurokawa,0.0,0.0,13,0,0,4,0,0,22,0,0,67,2,260,13,2.0,700.0,0,0,1.0,150.0,2.0,1360.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0
Mizuko Tan,0.0,0.0,10,0,0,6,1,100,38,1,720,59,4,590,13,5.0,1200.0,0,0,1.0,220.0,1.0,780.0,1.0,300.0,0,0,0,0,0,0,0,0,0,0
Natsuko Nishida,2.0,0.0,35,1,60,7,2,790,166,9,850,161,3,230,41,7.0,1150.0,0,0,2.0,1460.0,7.0,4000.0,3.0,800.0,0,0,1.0,390.0,0,0,0,0,0,0
Makiko Sato,0.0,0.0,21,0,0,7,0,0,64,1,160,67,1,100,22,5.0,850.0,0,0,2.0,440.0,5.0,1330.0,1.0,90.0,0,0,0,0,0,0,0,0,0,0
Tae Ho Cho,0.0,0.0,10,1,160,1,0,0,38,0,0,55,2,80,13,2.0,800.0,0,0,2.0,620.0,3.0,700.0,1.0,250.0,0,0,0,0,1.0,60.0,0,0,0,0
Manol Iliev,13.0,0.0,25,0,0,5,0,0,22,0,0,78,5,480,26,3.0,250.0,0,0,3.0,720.0,5.0,770.0,2.0,660.0,0,0,0,0,0,0,0,0,0,0
Neville Francis,0.0,0.0,12,1,30,1,0,0,68,1,30,34,2,360,13,0,0,0,0,2.0,550.0,5.0,940.0,1.0,150.0,0,0,0,0,0,0,0,0,0,0
Makoto Hirata,2.0,0.0,47,1,30,15,1,30,102,4,2100,213,7,370,81,17.0,6500.0,0,0,3.0,1020.0,19.0,7830.0,8.0,4760.0,0,0,2.0,660.0,0,0,0,0,0,0
Tadashi Yoshida,0.0,0.0,12,0,0,3,0,0,26,3,430,77,4,1860,26,8.0,1350.0,0,0,2.0,840.0,4.0,1480.0,2.0,1210.0,0,0,0,0,0,0,0,0,0,0
Hugh Morrison,19.0,0.0,11,0,0,5,2,60,35,1,300,64,4,950,13,3.0,250.0,0,0,0,0,4.0,1380.0,0,0,0,0,1.0,970.0,0,0,0,0,0,0
Ayako SHIMAZAKI,25.0,0.0,10,0,0,4,0,0,13,1,30,73,2,160,13,4.0,600.0,0,0,1.0,550.0,2.0,1040.0,1.0,360.0,0,0,0,0,0,0,0,0,0,0
Ayako Miyakuni (Amano),0.0,0.0,24,0,0,5,1,50,96,6,190,85,3,150,26,4.0,1200.0,0,0,5.0,2920.0,5.0,2410.0,3.0,1150.0,0,0,0,0,0,0,0,0,0,0
Ryoga Tanaka,153.0,1.0,24,0,0,7,2,190,128,6,600,120,3,530,26,6.0,650.0,0,0,3.0,1150.0,1.0,270.0,1.0,690.0,0,0,2.0,1820.0,1.0,770.0,0,0,0,0
John Kranyak,1125.0,10.0,31,0,0,7,1,60,151,7,1690,66,2,330,33,1.0,300.0,0,0,2.0,760.0,14.0,5060.0,2.0,450.0,0,0,1.0,350.0,0,0,0,0,0,0
Frederik Wrang,1070.0,11.5,22,0,0,6,1,230,80,2,100,91,1,100,24,4.0,300.0,0,0,2.0,80.0,5.0,1590.0,1.0,980.0,0,0,0,0,0,0,0,0,0,0
Zhengjun Shi,952.0,2.0,34,0,0,13,3,780,159,2,190,158,3,80,38,8.0,950.0,0,0,6.0,2030.0,6.0,2390.0,4.0,5550.0,0,0,1.0,780.0,0,0,0,0,0,0
Inge Pettersson,0.0,0.0,33,1,470,6,1,20,97,2,60,111,3,330,33,7.0,1150.0,0,0,1.0,100.0,7.0,4270.0,1.0,900.0,0,0,2.0,520.0,0,0,0,0,0,0
Ping Wang,218.0,0.5,42,0,0,16,2,650,95,3,150,171,3,290,45,7.0,1000.0,0,0,6.0,2920.0,7.0,2870.0,7.0,4630.0,0,0,0,0,0,0,0,0,0,0
Nelson Ho,5.0,0.0,7,0,0,2,1,30,34,2,230,31,0,0,9,0,0,0,0,0,0,3.0,2160.0,1.0,200.0,0,0,0,0,0,0,0,0,0,0
Kirk Shen,5.0,0.0,7,0,0,2,0,0,60,0,0,32,1,30,9,0,0,0,0,0,0,3.0,2160.0,1.0,200.0,0,0,0,0,0,0,0,0,0,0
Xiangyang Wang,29.0,0.0,9,0,0,2,0,0,29,2,290,20,0,0,9,0,0,0,0,0,0,3.0,440.0,0,0,0,0,0,0,0,0,0,0,0,0
John Hurd,1313.0,11.75,17,0,0,5,1,30,38,0,0,52,3,230,17,3.0,200.0,0,0,3.0,920.0,5.0,1080.0,1.0,360.0,0,0,0,0,0,0,0,0,0,0
Kyoko Shimamura,26.0,0.0,68,1,470,16,2,850,240,8,2250,225,14,2290,99,12.0,1300.0,1.0,500.0,8.0,2540.0,20.0,7500.0,10.0,6010.0,0,0,1.0,930.0,1.0,30.0,0,0,0,0
Akiko Yanagisawa,0.0,0.0,9,0,0,3,0,0,32,2,410,20,2,60,9,0,0,0,0,1.0,1020.0,1.0,510.0,1.0,250.0,0,0,0,0,0,0,0,0,0,0
Yuki Fukuyoshi,0.0,0.0,9,0,0,1,0,0,50,1,30,21,1,30,9,0,0,0,0,1.0,1020.0,1.0,510.0,1.0,250.0,0,0,0,0,0,0,0,0,0,0
Subhash Gupta,69.0,2.0,17,0,0,6,0,0,55,2,730,54,3,250,18,3.0,450.0,0,0,2.0,210.0,4.0,1980.0,3.0,520.0,0,0,0,0,0,0,0,0,0,0
Sumit Mukherjee,669.0,1.5,9,0,0,1,0,0,8,0,0,31,0,0,9,1.0,100.0,0,0,1.0,1020.0,2.0,810.0,1.0,110.0,0,0,0,0,0,0,0,0,0,0
Apin Nurhalim,47.0,0.0,7,0,0,2,0,0,0,0,0,55,1,30,9,1.0,50.0,0,0,2.0,180.0,2.0,460.0,0,0,0,0,0,0,0,0,0,0,0,0
Memed Hendrawan,45.0,0.0,55,0,0,21,4,260,289,13,1670,319,7,1390,69,12.0,2150.0,0,0,7.0,810.0,16.0,5760.0,1.0,400.0,0,0,0,0,1.0,10.0,0,0,0,0
Hua Zhan,0.0,0.0,8,0,0,3,0,0,30,2,100,46,2,80,9,2.0,500.0,0,0,0,0,1.0,190.0,0,0,0,0,0,0,0,0,0,0,0,0
Krister Ahlesved,178.0,5.0,9,0,0,1,0,0,91,3,580,20,1,480,9,1.0,50.0,0,0,1.0,100.0,2.0,2280.0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Chemaly,41.0,0.0,7,0,0,2,0,0,44,5,1240,40,4,140,9,1.0,200.0,0,0,1.0,230.0,2.0,740.0,0,0,0,0,0,0,0,0,0,0,0,0
Ravi Venkataraman,0.0,0.0,61,3,280,12,1,470,187,7,500,123,3,270,64,12.0,950.0,1.0,650.0,5.0,1040.0,14.0,3730.0,5.0,1490.0,0,0,1.0,450.0,0,0,0,0,0,0
Fares Mohamm,0.0,0.0,59,8,1090,14,2,60,256,18,1420,232,4,1500,80,10.0,1150.0,0,0,8.0,1630.0,21.0,6460.0,1.0,300.0,0,0,3.0,1380.0,1.0,190.0,0,0,0,0
Tariq Hameed Shafeea,20.0,0.0,60,2,60,15,1,30,265,17,2540,169,8,1590,62,3.0,150.0,0,0,13.0,3830.0,13.0,4190.0,6.0,1470.0,0,0,1.0,250.0,0,0,0,0,0,0
Aseem Hussam,0.0,0.0,19,1,50,4,0,0,62,1,30,68,1,200,19,3.0,450.0,0,0,2.0,420.0,5.0,1140.0,0,0,0,0,1.0,350.0,0,0,0,0,0,0
Shahin Iqbal,0.0,0.5,39,3,380,11,3,350,191,8,720,113,6,550,47,5.0,700.0,2.0,350.0,5.0,790.0,16.0,4400.0,2.0,220.0,0,0,1.0,630.0,0,0,0,0,0,0
Ashantha Mel (De),13.0,0.0,16,1,690,4,0,0,57,4,1670,13,0,0,18,3.0,300.0,0,0,1.0,310.0,6.0,1840.0,1.0,70.0,0,0,1.0,950.0,1.0,40.0,0,0,0,0
Wael Basiony,10.0,0.0,51,4,140,22,4,1140,197,9,1450,248,9,1740,73,10.0,1450.0,0,0,9.0,2300.0,13.0,4510.0,4.0,1440.0,0,0,1.0,1020.0,1.0,10.0,0,0,0,0
Fritz Perera,0.0,0.0,19,3,560,9,3,520,72,3,510,69,2,500,19,2.0,100.0,0,0,3.0,680.0,5.0,1090.0,1.0,160.0,0,0,1.0,780.0,0,0,0,0,0,0
Javaid Khalid,0.0,0.0,6,0,0,6,1,30,68,4,520,81,4,140,15,2.0,250.0,0,0,0,0,2.0,470.0,1.0,550.0,0,0,0,0,0,0,0,0,0,0
Tahir Mirza,0.0,0.0,13,0,0,4,2,90,41,1,30,66,2,60,14,2.0,100.0,0,0,0,0,2.0,180.0,1.0,600.0,0,0,0,0,0,0,0,0,0,0
Glory Arasakumar,0.0,0.0,14,1,450,2,1,30,60,3,660,68,1,480,15,1.0,200.0,0,0,1.0,240.0,1.0,190.0,1.0,160.0,0,0,0,0,0,0,0,0,0,0
Geeta Lakhani,0.0,0.0,14,2,500,3,0,0,113,3,1120,58,1,50,15,3.0,450.0,0,0,2.0,170.0,3.0,540.0,3.0,950.0,0,0,0,0,0,0,0,0,0,0
R Amita,0.0,0.0,14,2,500,4,0,0,30,1,30,56,0,0,15,3.0,450.0,0,0,2.0,170.0,3.0,540.0,3.0,950.0,0,0,0,0,0,0,0,0,0,0
Bimal Sicka,0.0,0.0,10,1,60,7,2,90,35,1,20,59,1,20,13,3.0,300.0,0,0,0,0,1.0,50.0,1.0,160.0,0,0,0,0,0,0,0,0,0,0
Sri Hari,0.0,0.0,10,1,20,2,0,0,39,1,30,27,0,0,13,1.0,350.0,0,0,2.0,280.0,4.0,1010.0,2.0,1050.0,0,0,0,0,0,0,0,0,0,0
Feroza Chothia,0.0,0.0,10,1,60,2,0,0,24,1,190,64,3,120,13,3.0,300.0,0,0,0,0,1.0,50.0,1.0,160.0,0,0,0,0,0,0,0,0,0,0
Niels De Groot,10.0,0.0,241,10,450,55,9,1250,694,18,3510,741,22,3980,246,41.0,4850.0,0,0,17.0,3470.0,45.0,17920.0,21.0,11850.0,1.0,450.0,6.0,2770.0,4.0,560.0,0,0,0,0
Daniel Lavee,166.0,0.5,36,0,0,7,2,500,110,3,70,166,5,1220,37,10.0,1200.0,0,0,4.0,720.0,8.0,2840.0,4.0,1590.0,0,0,3.0,2370.0,0,0,0,0,0,0
Can GE,0.0,0.0,36,4,330,10,2,130,56,1,30,69,1,100,36,2.0,600.0,0,0,8.0,2460.0,10.0,3800.0,2.0,800.0,0,0,0,0,0,0,0,0,0,0
Rich Pavlicek Jr,0.0,0.0,2,0,0,0,0,0,24,0,0,13,0,0,3,0,0,1.0,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Rosenberg,769.0,32.0,24,0,0,7,2,60,83,2,60,85,3,120,28,3.0,300.0,0,0,1.0,10.0,5.0,1560.0,5.0,2680.0,0,0,0,0,0,0,0,0,0,0
Tommy Bergdahl,286.0,4.0,121,5,430,45,8,1280,512,17,3990,435,14,890,156,27.0,4900.0,0,0,15.0,4330.0,24.0,9850.0,14.0,6930.0,0,0,3.0,2670.0,4.0,2780.0,0,0,0,0
Przemyslaw Janiszewski,602.0,1.0,57,3,390,17,1,210,186,7,1350,171,2,290,57,8.0,1400.0,1.0,340.0,3.0,370.0,17.0,5890.0,5.0,1890.0,0,0,0,0,2.0,1380.0,0,0,0,0
Wojciech Strzemecki,253.0,0.0,65,3,1150,9,0,0,274,5,1310,157,1,60,67,6.0,850.0,0,0,2.0,840.0,13.0,4010.0,6.0,2470.0,0,0,3.0,1670.0,0,0,0,0,0,0
Vincent De Pagter,12.0,0.0,212,4,120,55,15,4420,928,34,3720,698,16,1800,220,34.0,5350.0,0,0,14.0,3940.0,48.0,14170.0,22.0,9720.0,0,0,7.0,5930.0,1.0,1270.0,0,0,0,0
Piotr Madry,10.0,0.0,65,3,990,15,3,2250,244,6,1630,152,4,310,67,6.0,850.0,0,0,2.0,840.0,13.0,4010.0,6.0,2470.0,0,0,3.0,1670.0,0,0,0,0,0,0
Kay Beck,0.0,0.0,21,0,0,8,2,750,95,3,510,84,1,210,21,6.0,700.0,1.0,240.0,1.0,250.0,3.0,410.0,1.0,1520.0,0,0,0,0,0,0,0,0,0,0
Hiroko Janssen,2.0,0.0,6,0,0,2,1,30,56,3,710,9,0,0,7,0,0,0,0,0,0,1.0,190.0,1.0,160.0,0,0,0,0,0,0,0,0,1,420
Ren  Hermans,17.0,0.0,11,0,0,2,0,0,31,1,750,28,2,170,11,2.0,150.0,0,0,0,0,4.0,1410.0,1.0,200.0,1.0,890.0,0,0,0,0,0,0,0,0
Jacco Hop,12.0,0.0,70,1,30,17,3,110,245,8,2410,265,9,1100,71,10.0,1350.0,0,0,5.0,1100.0,12.0,3160.0,2.0,410.0,0,0,5.0,4120.0,1.0,1270.0,0,0,0,0
Gerbrand Hop,57.0,0.0,11,2,60,3,0,0,60,1,950,32,1,160,11,2.0,150.0,0,0,2.0,680.0,1.0,450.0,0,0,0,0,1.0,780.0,1.0,60.0,0,0,0,0
Rutger Van Mechelen,25.0,0.0,7,0,0,1,1,30,91,2,60,28,1,30,11,0,0,0,0,0,0,5.0,1840.0,2.0,320.0,0,0,0,0,0,0,0,0,0,0
Radu Nistor,58.0,0.0,19,0,0,7,1,30,110,3,630,43,2,240,20,1.0,200.0,0,0,2.0,600.0,4.0,1800.0,5.0,3490.0,0,0,1.0,480.0,0,0,0,0,0,0
S Fellus,8.0,0.0,19,0,0,6,2,240,46,1,30,66,2,130,20,2.0,200.0,1.0,200.0,2.0,100.0,3.0,1210.0,1.0,1570.0,0,0,0,0,0,0,0,0,0,0
Mike Levine,17.0,0.0,29,0,0,3,0,0,59,4,590,69,4,960,29,5.0,1300.0,0,0,0,0,7.0,1700.0,5.0,4120.0,0,0,0,0,0,0,0,0,0,0
Jerry Clerkin,37.0,0.0,120,4,540,34,3,220,586,16,1090,459,12,1510,148,17.0,3550.0,0,0,9.0,2130.0,35.0,11860.0,14.0,8140.0,0,0,4.0,2890.0,4.0,550.0,0,0,0,0
Dennis Clerkin,37.0,0.0,106,2,60,29,7,3290,585,19,2110,417,9,1510,134,16.0,2650.0,0,0,7.0,1720.0,34.0,11610.0,12.0,6640.0,0,0,4.0,2890.0,3.0,520.0,0,0,0,0
Brenda Keller,3.0,0.0,10,0,0,4,1,30,41,2,480,32,0,0,10,1.0,100.0,0,0,1.0,160.0,1.0,250.0,0,0,0,0,0,0,0,0,0,0,0,0
Renato Fernandes,3.0,0.0,13,0,0,3,1,100,67,4,630,16,1,240,13,1.0,200.0,0,0,1.0,420.0,4.0,1270.0,1.0,800.0,0,0,0,0,0,0,0,0,0,0
Eliran Argelazi,76.0,0.0,29,0,0,7,1,720,117,4,100,82,4,450,31,4.0,900.0,1.0,440.0,2.0,90.0,6.0,1640.0,7.0,4860.0,0,0,1.0,290.0,0,0,0,0,0,0
Constantin Kapayannidis,0.0,0.0,9,0,0,3,1,30,39,2,60,44,0,0,9,1.0,50.0,0,0,0,0,2.0,370.0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Rainforth,18.0,0.0,27,1,20,10,1,100,96,4,200,90,1,100,27,3.0,650.0,0,0,3.0,940.0,4.0,800.0,1.0,200.0,0,0,0,0,1.0,10.0,0,0,0,0
Monica Angus,0.0,0.0,9,0,0,3,0,0,33,1,100,40,0,0,9,0,0,0,0,1.0,320.0,2.0,480.0,0,0,0,0,0,0,0,0,0,0,0,0
Ognjen STANICIC,0.0,0.0,43,1,100,11,0,0,157,5,490,181,7,2130,46,7.0,1200.0,2.0,480.0,7.0,2160.0,6.0,1820.0,8.0,4320.0,0,0,1.0,290.0,0,0,0,0,0,0
Drazen Martinovic,4.0,0.0,9,0,0,3,1,100,24,0,0,52,2,570,9,3.0,600.0,0,0,1.0,230.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Wojcieszek,31.0,0.0,33,0,0,5,1,30,284,5,330,74,2,50,39,1.0,50.0,0,0,2.0,510.0,14.0,5640.0,4.0,2450.0,0,0,1.0,1620.0,0,0,0,0,0,0
Helmut Haeusler,111.0,0.0,118,7,480,40,13,3860,307,15,2500,435,14,3400,127,22.0,3000.0,0,0,15.0,4680.0,25.0,10600.0,6.0,3350.0,0,0,0,0,1.0,130.0,0,0,0,0
Wojciech Gawel,709.0,0.0,205,8,2340,70,18,5630,591,18,1800,852,16,2360,217,43.0,6500.0,1.0,150.0,20.0,5950.0,31.0,10000.0,14.0,7470.0,0,0,3.0,2600.0,0,0,0,0,0,0
Philippe Marill,11.0,0.0,9,0,0,2,0,0,38,2,230,29,0,0,9,1.0,100.0,0,0,0,0,3.0,1330.0,0,0,0,0,0,0,1.0,160.0,0,0,0,0
Rory Boland,2.0,0.0,9,0,0,2,1,30,29,1,20,22,0,0,9,1.0,100.0,0,0,0,0,3.0,1240.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0
Quentin Robert,46.0,0.0,9,0,0,3,0,0,0,0,0,20,0,0,9,2.0,150.0,0,0,0,0,3.0,1070.0,2.0,590.0,0,0,0,0,0,0,0,0,0,0
